gene_id	gene_name	gene_type	gene_description	gene_version	seqnames	start	end	width	strand
ENSMUSG00000073998	Or2at4	protein_coding	olfactory receptor family 2 subfamily AT member 4	3	chr7	99379480	99385606	6127	+
ENSMUSG00000073997	Or2at1	protein_coding	olfactory receptor family 2 subfamily AT member 1	4	chr7	99412714	99418528	5815	+
ENSMUSG00000053360	F730035P03Rik	lncRNA	RIKEN cDNA F730035P03 gene	5	chr7	99429208	99430746	1539	-
ENSMUSG00000035239	Neu3	protein_coding	neuraminidase 3	7	chr7	99460646	99477624	16979	-
ENSMUSG00000035227	Spcs2	protein_coding	signal peptidase complex subunit 2 homolog (S. cerevisiae)	8	chr7	99486776	99512669	25894	-
ENSMUSG00000035211	Xrra1	protein_coding	X-ray radiation resistance associated 1	11	chr7	99508323	99567029	58707	+
ENSMUSG00000109002	Gm38405	lncRNA	predicted gene, 38405	2	chr7	99519873	99538565	18693	-
ENSMUSG00000058761	Rnf169	protein_coding	ring finger protein 169	6	chr7	99569461	99629655	60195	-
ENSMUSG00000030732	Chrdl2	protein_coding	chordin-like 2	14	chr7	99655379	99683935	28557	+
ENSMUSG00000030726	Pold3	protein_coding	polymerase (DNA-directed), delta 3, accessory subunit	17	chr7	99731318	99770772	39455	-
ENSMUSG00000030725	Lipt2	protein_coding	lipoyl(octanoyl) transferase 2 (putative)	5	chr7	99808484	99810572	2089	+
ENSMUSG00000109186	Gm34821	lncRNA	predicted gene, 34821	2	chr7	99820623	99876414	55792	-
ENSMUSG00000035165	Kcne3	protein_coding	potassium voltage-gated channel, Isk-related subfamily, gene 3	15	chr7	99825709	99834076	8368	+
ENSMUSG00000030729	Pgm2l1	protein_coding	phosphoglucomutase 2-like 1	18	chr7	99876601	99928075	51475	+
ENSMUSG00000051048	P4ha3	protein_coding	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III	18	chr7	99934727	99968906	34180	+
ENSMUSG00000030718	Ppme1	protein_coding	protein phosphatase methylesterase 1	10	chr7	99975944	100021514	45571	-
ENSMUSG00000047248	C2cd3	protein_coding	C2 calcium-dependent domain containing 3	21	chr7	100021440	100119359	97920	+
ENSMUSG00000099137	Gm10603	lncRNA	predicted gene 10603	2	chr7	100095944	100124053	28110	-
ENSMUSG00000032942	Ucp3	protein_coding	uncoupling protein 3 (mitochondrial, proton carrier)	15	chr7	100122197	100135639	13443	+
ENSMUSG00000033685	Ucp2	protein_coding	uncoupling protein 2 (mitochondrial, proton carrier)	14	chr7	100142544	100151227	8684	+
ENSMUSG00000030708	Dnajb13	protein_coding	DnaJ heat shock protein family (Hsp40) member B13	15	chr7	100150923	100164167	13245	-
ENSMUSG00000044881	Coa4	protein_coding	cytochrome c oxidase assembly factor 4	8	chr7	100186278	100189576	3299	+
ENSMUSG00000109123	Gm39059	lncRNA	predicted gene, 39059	2	chr7	100191545	100192387	843	-
ENSMUSG00000030706	Mrpl48	protein_coding	mitochondrial ribosomal protein L48	18	chr7	100194958	100257508	62551	-
ENSMUSG00000030704	Rab6a	protein_coding	RAB6A, member RAS oncogene family	15	chr7	100256617	100290475	33859	+
ENSMUSG00000030701	Plekhb1	protein_coding	pleckstrin homology domain containing, family B (evectins) member 1	18	chr7	100292099	100311621	19523	-
ENSMUSG00000108866	Gm35082	lncRNA	predicted gene, 35082	2	chr7	100324295	100326967	2673	+
ENSMUSG00000029461	Fam168a	protein_coding	family with sequence similarity 168, member A	18	chr7	100355842	100490863	135022	+
ENSMUSG00000008318	Relt	protein_coding	RELT tumor necrosis factor receptor	11	chr7	100495054	100512653	17600	-
ENSMUSG00000032875	Arhgef17	protein_coding	Rho guanine nucleotide exchange factor (GEF) 17	9	chr7	100518959	100581314	62356	-
ENSMUSG00000048779	P2ry6	protein_coding	pyrimidinergic receptor P2Y, G-protein coupled, 6	6	chr7	100586837	100623856	37020	-
ENSMUSG00000032860	P2ry2	protein_coding	purinergic receptor P2Y, G-protein coupled 2	6	chr7	100645775	100662073	16299	-
ENSMUSG00000030691	Fchsd2	protein_coding	FCH and double SH3 domains 2	16	chr7	100742070	100933612	191543	+
ENSMUSG00000047767	Atg16l2	protein_coding	autophagy related 16-like 2 (S. cerevisiae)	18	chr7	100912241	100951458	39218	-
ENSMUSG00000030688	Stard10	protein_coding	START domain containing 10	16	chr7	100966293	100995833	29541	+
ENSMUSG00000092364	Gm20476	lncRNA	predicted gene 20476	3	chr7	100966931	100975438	8508	-
ENSMUSG00000110239	Gm45620	lncRNA	predicted gene 45620	3	chr7	100996610	100997241	632	-
ENSMUSG00000032812	Arap1	protein_coding	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	19	chr7	100997274	101061793	64520	+
ENSMUSG00000110195	Pde2a	protein_coding	phosphodiesterase 2A, cGMP-stimulated	2	chr7	101070898	101162034	91137	+
ENSMUSG00000110301	Gm35363	lncRNA	predicted gene, 35363	2	chr7	101174583	101187537	12955	-
ENSMUSG00000120140	Gm57204	lncRNA	predicted gene, 57204	1	chr7	101186993	101232039	45047	+
ENSMUSG00000092517	Art2a	protein_coding	ADP-ribosyltransferase 2a	3	chr7	101201660	101210072	8413	-
ENSMUSG00000030651	Art2b	protein_coding	ADP-ribosyltransferase 2b	6	chr7	101226177	101234807	8631	-
ENSMUSG00000001829	Clpb	protein_coding	ClpB caseinolytic peptidase B	18	chr7	101312840	101444713	131874	+
ENSMUSG00000007946	Phox2a	protein_coding	paired-like homeobox 2a	12	chr7	101467520	101471933	4414	+
ENSMUSG00000032737	Inppl1	protein_coding	inositol polyphosphate phosphatase-like 1	14	chr7	101471839	101487436	15598	-
ENSMUSG00000073985	Gm10602	lncRNA	predicted gene 10602	4	chr7	101485710	101491978	6269	+
ENSMUSG00000032725	Folr2	protein_coding	folate receptor 2 (fetal)	11	chr7	101489195	101506401	17207	-
ENSMUSG00000001827	Folr1	protein_coding	folate receptor 1 (adult)	13	chr7	101507538	101519995	12458	-
ENSMUSG00000030649	Anapc15	protein_coding	anaphase promoting complex C subunit 15	19	chr7	101512922	101551056	38135	+
ENSMUSG00000078630	Tomt	protein_coding	transmembrane O-methyltransferase	9	chr7	101547577	101555566	7990	-
ENSMUSG00000030842	Lamtor1	protein_coding	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	13	chr7	101555111	101575882	20772	+
ENSMUSG00000064307	Lrrc51	protein_coding	leucine rich repeat containing 51	14	chr7	101562191	101583102	20912	-
ENSMUSG00000066306	Numa1	protein_coding	nuclear mitotic apparatus protein 1	14	chr7	101583318	101664171	80854	+
ENSMUSG00000070427	Il18bp	protein_coding	interleukin 18 binding protein	5	chr7	101664092	101667897	3806	-
ENSMUSG00000070426	Rnf121	protein_coding	ring finger protein 121	13	chr7	101668344	101714676	46333	-
ENSMUSG00000099481	Xndc1	protein_coding	Xrcc1 N-terminal domain containing 1	7	chr7	101714718	101732972	18255	+
ENSMUSG00000070424	Art5	protein_coding	ADP-ribosyltransferase 5	13	chr7	101746086	101758696	12611	-
ENSMUSG00000030996	Art1	protein_coding	ADP-ribosyltransferase 1	9	chr7	101750950	101763140	12191	+
ENSMUSG00000066279	Chrna10	protein_coding	cholinergic receptor, nicotinic, alpha polypeptide 10	4	chr7	101760473	101766035	5563	-
ENSMUSG00000063550	Nup98	protein_coding	nucleoporin 98	9	chr7	101768605	101859383	90779	-
ENSMUSG00000030990	Pgap2	protein_coding	post-GPI attachment to proteins 2	19	chr7	101859415	101887774	28360	+
ENSMUSG00000111339	Gm57190	lncRNA	predicted gene, 57190	2	chr7	101885061	101886737	1677	+
ENSMUSG00000073982	Rhog	protein_coding	ras homolog family member G	12	chr7	101888330	101905261	16932	-
ENSMUSG00000120774	Gm57213	lncRNA	predicted gene, 57213	1	chr7	101916514	101916869	356	+
ENSMUSG00000030987	Stim1	protein_coding	stromal interaction molecule 1	6	chr7	101917013	102086526	169514	+
ENSMUSG00000030978	Rrm1	protein_coding	ribonucleotide reductase M1	11	chr7	102090902	102118978	28077	+
ENSMUSG00000044814	Or55b3	protein_coding	olfactory receptor family 55 subfamily B member 3	7	chr7	102125786	102130886	5101	-
ENSMUSG00000043925	Or55b4	protein_coding	olfactory receptor family 55 subfamily B member 4	8	chr7	102131238	102137520	6283	-
ENSMUSG00000044824	Or55b10	protein_coding	olfactory receptor family 55 subfamily B member 10	10	chr7	102140673	102148780	8108	-
ENSMUSG00000073979	Or52b4	protein_coding	olfactory receptor family 52 subfamily B member 4	3	chr7	102183956	102184891	936	+
ENSMUSG00000073978	Or52b4i	protein_coding	olfactory receptor family 52 subfamily B member 4I	10	chr7	102190103	102195097	4995	+
ENSMUSG00000073977	Or52b3	protein_coding	olfactory receptor family 52 subfamily B member 3	3	chr7	102199077	102205049	5973	+
ENSMUSG00000030966	Trim21	protein_coding	tripartite motif-containing 21	14	chr7	102207128	102214693	7566	-
ENSMUSG00000073975	Or51r1	protein_coding	olfactory receptor family 51 subfamily R member 1	4	chr7	102220649	102232218	11570	+
ENSMUSG00000073974	Or52p2	protein_coding	olfactory receptor family 52 subfamily P member 2	5	chr7	102232717	102241093	8377	-
ENSMUSG00000073973	Or52k2	protein_coding	olfactory receptor family 52 subfamily K member 2	5	chr7	102246977	102257332	10356	+
ENSMUSG00000073972	Or52m2	protein_coding	olfactory receptor family 52 subfamily M member 2	3	chr7	102260488	102267425	6938	-
ENSMUSG00000073971	Or52m1	protein_coding	olfactory receptor family 52 subfamily M member 1	4	chr7	102287639	102291762	4124	+
ENSMUSG00000073970	Or51h1	protein_coding	olfactory receptor family 51 subfamily H member 1	2	chr7	102308030	102308977	948	+
ENSMUSG00000073969	Or52i2	protein_coding	olfactory receptor family 52 subfamily J member 2	4	chr7	102314106	102322477	8372	+
ENSMUSG00000073968	Trim68	protein_coding	tripartite motif-containing 68	5	chr7	102326789	102336534	9746	-
ENSMUSG00000073967	Or51d1	protein_coding	olfactory receptor family 51 subfamily D member 1	4	chr7	102345117	102349914	4798	+
ENSMUSG00000070423	Or51e1	protein_coding	olfactory receptor family 51 subfamily E member 1	7	chr7	102351422	102361271	9850	+
ENSMUSG00000066273	Or51a39	protein_coding	olfactory receptor family 51 subfamily A member 39	7	chr7	102361358	102368277	6920	-
ENSMUSG00000066272	Or51a25	protein_coding	olfactory receptor family 51 subfamily A member 25	6	chr7	102372414	102376698	4285	-
ENSMUSG00000043366	Or51e2	protein_coding	olfactory receptor family 51 subfamily E member 2	17	chr7	102387718	102408678	20961	-
ENSMUSG00000110008	Or51f23b	protein_coding	olfactory receptor family 51 subfamily F member 23B	6	chr7	102401025	102408573	7549	-
ENSMUSG00000073966	Or51f5	protein_coding	olfactory receptor family 51 subfamily F member 5	4	chr7	102420428	102426064	5637	+
ENSMUSG00000110122	Or51f23c-ps1	protein_coding	olfactory receptor family 51 subfamily F member 23C, pseudogene 1	2	chr7	102430685	102431635	951	+
ENSMUSG00000048469	Or51f23	protein_coding	olfactory receptor family 51 subfamily F member 23	7	chr7	102452687	102453637	951	+
ENSMUSG00000060888	Or51f1	protein_coding	olfactory receptor family 51 subfamily F member 1	6	chr7	102504544	102507972	3429	-
ENSMUSG00000073965	Or51f2	protein_coding	olfactory receptor family 51 subfamily F member 2	2	chr7	102526329	102527270	942	+
ENSMUSG00000062142	Or52r1	protein_coding	olfactory receptor family 52 subfamily R member 1	6	chr7	102532916	102540089	7174	-
ENSMUSG00000073964	Or51a8	protein_coding	olfactory receptor family 51 subfamily A member 8	4	chr7	102543784	102550917	7134	+
ENSMUSG00000043310	Or51s1	protein_coding	olfactory receptor family 51 subfamily S member 1	5	chr7	102554297	102566743	12447	-
ENSMUSG00000073963	Or51h5	protein_coding	olfactory receptor family 51 subfamily H member 5	4	chr7	102573616	102577815	4200	+
ENSMUSG00000045824	Or51t4	protein_coding	olfactory receptor family 51 subfamily T member 4	7	chr7	102597674	102598714	1041	+
ENSMUSG00000066269	Or51a6	protein_coding	olfactory receptor family 51 subfamily A member 6	8	chr7	102601477	102607982	6506	-
ENSMUSG00000073962	Or51a7	protein_coding	olfactory receptor family 51 subfamily A member 7	10	chr7	102611867	102624367	12501	+
ENSMUSG00000043354	Or51g2	protein_coding	olfactory receptor family 51 subfamily G member 2	3	chr7	102620387	102625150	4764	-
ENSMUSG00000045792	Or51g1	protein_coding	olfactory receptor family 51 subfamily G member 1	3	chr7	102630815	102638531	7717	-
ENSMUSG00000073961	Or52r1b	protein_coding	olfactory receptor family 52 subfamily R member 1B	5	chr7	102687231	102693247	6017	+
ENSMUSG00000073960	Or51f1d	protein_coding	olfactory receptor family 51 subfamily F member 1D	2	chr7	102700507	102701466	960	+
ENSMUSG00000073959	Or52r1c	protein_coding	olfactory receptor family 52 subfamily R member 1C	6	chr7	102731092	102737522	6431	+
ENSMUSG00000078080	Or51f1e	protein_coding	olfactory receptor family 51 subfamily F member 1E	7	chr7	102746927	102747956	1030	+
ENSMUSG00000066268	Or51a5	protein_coding	olfactory receptor family 51 subfamily A member 5	7	chr7	102767610	102774845	7236	-
ENSMUSG00000080891	Or51l1-ps1	protein_coding	olfactory receptor family 51 subfamily L member 1, pseudogene 1	6	chr7	102783583	102784530	948	+
ENSMUSG00000084262	Or51p1	protein_coding	olfactory receptor family 51 subfamily P member 1	6	chr7	102790086	102797071	6986	+
ENSMUSG00000051362	Or52e2	protein_coding	olfactory receptor family 52 subfamily E member 2	3	chr7	102803999	102805563	1565	-
ENSMUSG00000057461	Or52s1b	protein_coding	olfactory receptor family 52 subfamily S member 1B	4	chr7	102816281	102827547	11267	-
ENSMUSG00000073956	Or52j3	protein_coding	olfactory receptor family 52 subfamily J member 3	4	chr7	102834010	102842172	8163	+
ENSMUSG00000073955	Or52s1	protein_coding	olfactory receptor family 52 subfamily S member 1	3	chr7	102861069	102862052	984	+
ENSMUSG00000073954	Or52e3	protein_coding	olfactory receptor family 52 subfamily E member 3	6	chr7	102866203	102871520	5318	+
ENSMUSG00000057321	Usp17ld	protein_coding	ubiquitin specific peptidase 17-like D	3	chr7	102898944	102901712	2769	-
ENSMUSG00000073953	Or52e19	protein_coding	olfactory receptor family 52 subfamily E member 19	5	chr7	102954855	102961989	7135	+
ENSMUSG00000073952	Or52ab2	protein_coding	olfactory receptor family 52 subfamily AB member 2	6	chr7	102965522	102972006	6485	+
ENSMUSG00000073951	Or52ab7	protein_coding	olfactory receptor family 52 subfamily AB member 7	5	chr7	102972775	102979095	6321	+
ENSMUSG00000073950	Or52ab4	protein_coding	olfactory receptor family 52 subfamily AB member 4	7	chr7	102985124	102988771	3648	+
ENSMUSG00000045540	Or52ad1	protein_coding	olfactory receptor family 52 subfamily AD member 1	6	chr7	102992689	102998876	6188	-
ENSMUSG00000109951	Or52s19	protein_coding	olfactory receptor family 52 subfamily S member 19	3	chr7	103006301	103011862	5562	-
ENSMUSG00000121427	ENSMUSG00000121427	lncRNA		1	chr7	103016727	103021650	4924	-
ENSMUSG00000059874	Or52e19b	protein_coding	olfactory receptor family 52 subfamily E member 19B	3	chr7	103032269	103035384	3116	-
ENSMUSG00000058976	Usp17lc	protein_coding	ubiquitin specific peptidase 17-like C	5	chr7	103064279	103069087	4809	+
ENSMUSG00000109659	Or52s6	protein_coding	olfactory receptor family 52 subfamily S member 6	4	chr7	103089614	103094646	5033	-
ENSMUSG00000073949	Or51l14	protein_coding	olfactory receptor family 51 subfamily L member 14	5	chr7	103098253	103102738	4486	+
ENSMUSG00000081945	Or52d13	protein_coding	olfactory receptor family 52 subfamily D member 13	5	chr7	103104733	103113358	8626	-
ENSMUSG00000073948	Or52ae7	protein_coding	olfactory receptor family 52 subfamily AE member 7	4	chr7	103119084	103120565	1482	+
ENSMUSG00000046396	Or51af1	protein_coding	olfactory receptor family 51 subfamily AF member 1	8	chr7	103139232	103147269	8038	-
ENSMUSG00000045584	Or51ag1	protein_coding	olfactory receptor family 51 subfamily AG member 1	5	chr7	103154582	103161329	6748	-
ENSMUSG00000096584	Or51aa5	protein_coding	olfactory receptor family 51 subfamily AA member 5	3	chr7	103165672	103170053	4382	-
ENSMUSG00000094119	Or51aa2	protein_coding	olfactory receptor family 51 subfamily AA member 2	4	chr7	103186429	103191924	5496	-
ENSMUSG00000078624	Or51ab3	protein_coding	olfactory receptor family 51 subfamily AB member 3	5	chr7	103197281	103204713	7433	+
ENSMUSG00000073947	Or51ah3	protein_coding	olfactory receptor family 51 subfamily AH member 3	5	chr7	103205286	103213005	7720	+
ENSMUSG00000047544	Or51ac3	protein_coding	olfactory receptor family 51 subfamily AC member 3	8	chr7	103212954	103218350	5397	-
ENSMUSG00000073946	Or52z12	protein_coding	olfactory receptor family 52 subfamily Z member 12	6	chr7	103222268	103236002	13735	+
ENSMUSG00000073945	Or52z13	protein_coding	olfactory receptor family 52 subfamily Z member 13	3	chr7	103239310	103249655	10346	+
ENSMUSG00000073944	Or52z14	protein_coding	olfactory receptor family 52 subfamily Z member 14	7	chr7	103249782	103254066	4285	+
ENSMUSG00000045132	Or51v14	protein_coding	olfactory receptor family 51 subfamily V member 14	4	chr7	103254102	103261741	7640	-
ENSMUSG00000050085	Or52a33	protein_coding	olfactory receptor family 52 subfamily A member 33	6	chr7	103287658	103291909	4252	-
ENSMUSG00000099687	Or51b6b	protein_coding	olfactory receptor family 51 subfamily B member 6B	4	chr7	103306904	103312905	6002	-
ENSMUSG00000045780	Or51v8	protein_coding	olfactory receptor family 51 subfamily V member 8	4	chr7	103314668	103320398	5731	-
ENSMUSG00000073943	Or52z15	protein_coding	olfactory receptor family 52 subfamily Z member 15	6	chr7	103331927	103332892	966	+
ENSMUSG00000094822	Or52a20	protein_coding	olfactory receptor family 52 subfamily A member 20	3	chr7	103363878	103370373	6496	+
ENSMUSG00000096516	Or52a24	protein_coding	olfactory receptor family 52 subfamily A member 24	4	chr7	103379581	103382531	2951	+
ENSMUSG00000047545	Or52ae9	protein_coding	olfactory receptor family 52 subfamily AE member 9	6	chr7	103388982	103394150	5169	-
ENSMUSG00000050281	Or51l4	protein_coding	olfactory receptor family 51 subfamily L member 4	5	chr7	103402687	103406540	3854	-
ENSMUSG00000058662	Or52a5b	protein_coding	olfactory receptor family 52 subfamily A member 5B	5	chr7	103415012	103420801	5790	-
ENSMUSG00000061626	Or52a5	protein_coding	olfactory receptor family 52 subfamily A member 5	7	chr7	103423565	103428905	5341	-
ENSMUSG00000047535	Or52z1	protein_coding	olfactory receptor family 52 subfamily Z member 1	12	chr7	103433801	103441028	7228	-
ENSMUSG00000073940	Hbb-bt	protein_coding	hemoglobin, beta adult t chain	4	chr7	103461731	103463203	1473	-
ENSMUSG00000121140	Gm57232	lncRNA	predicted gene, 57232	1	chr7	103463281	103463484	204	+
ENSMUSG00000052305	Hbb-bs	protein_coding	hemoglobin, beta adult s chain	7	chr7	103475741	103477303	1563	-
ENSMUSG00000078621	Hbb-bh2	protein_coding	hemoglobin beta, bh2	3	chr7	103488331	103489727	1397	-
ENSMUSG00000052217	Hbb-bh1	protein_coding	hemoglobin Z, beta-like embryonic chain	7	chr7	103490844	103492371	1528	-
ENSMUSG00000052187	Hbb-y	protein_coding	hemoglobin Y, beta-like embryonic chain	5	chr7	103500956	103502423	1468	-
ENSMUSG00000058200	Or51b4	protein_coding	olfactory receptor family 51 subfamily B member 4	3	chr7	103528650	103535459	6810	-
ENSMUSG00000063615	Or51b17	protein_coding	olfactory receptor family 51 subfamily B member 17	7	chr7	103538692	103543692	5001	-
ENSMUSG00000110259	Or51b6	protein_coding	olfactory receptor family 51 subfamily B member 6	3	chr7	103552694	103557857	5164	+
ENSMUSG00000042219	Or51m1	protein_coding	olfactory receptor family 51 subfamily M member 1	7	chr7	103578032	103578991	960	+
ENSMUSG00000073938	Or51ai2	protein_coding	olfactory receptor family 51 subfamily AI member 2	4	chr7	103583554	103589786	6233	+
ENSMUSG00000073937	Or51k2	protein_coding	olfactory receptor family 51 subfamily K member 2	3	chr7	103593644	103598170	4527	+
ENSMUSG00000080751	Or51k7	protein_coding	olfactory receptor family 51 subfamily K member 7	2	chr7	103605619	103606573	955	+
ENSMUSG00000094520	Or51q1	protein_coding	olfactory receptor family 51 subfamily Q member 1	5	chr7	103620359	103636747	16389	+
ENSMUSG00000094063	Or51q1c	protein_coding	olfactory receptor family 51 subfamily Q member 1C	5	chr7	103647953	103653564	5612	+
ENSMUSG00000066263	Or51k1	protein_coding	olfactory receptor family 51 subfamily K member 1	11	chr7	103655438	103666510	11073	-
ENSMUSG00000066262	Or51i1	protein_coding	olfactory receptor family 51 subfamily I member 1D	6	chr7	103667893	103674780	6888	-
ENSMUSG00000073932	Or51i2	protein_coding	olfactory receptor family 51 subfamily I member 2	3	chr7	103684652	103691279	6628	+
ENSMUSG00000049797	Or51a10	protein_coding	olfactory receptor family 51 subfamily A member 10	6	chr7	103695736	103701873	6138	-
